Status	Bin_ID	Level	Completeness	Contamination	Strain_heterogeneity	Reason
FAIL	GCA_046963315.1_ASM4696331v1_genomic	genome_fna	100.00	0.68	100.00	菌株异质性过高
FAIL	GCA_046972385.1_ASM4697238v1_genomic	genome_fna	97.56	1.86	80.00	菌株异质性过高
FAIL	GCA_046976445.1_ASM4697644v1_genomic	genome_fna	97.03	1.02	50.00	菌株异质性过高
FAIL	GCA_046979745.1_ASM4697974v1_genomic	genome_fna	98.84	1.87	60.00	菌株异质性过高
FAIL	GCA_046981385.1_ASM4698138v1_genomic	genome_fna	99.66	0.68	100.00	菌株异质性过高
FAIL	GCA_046991465.1_ASM4699146v1_genomic	genome_fna	99.32	1.27	16.67	菌株异质性过高
FAIL	GCA_047022515.1_ASM4702251v1_genomic	genome_fna	94.56	0.68	0.00	完整性不足
FAIL	GCA_047025235.1_ASM4702523v1_genomic	genome_fna	98.98	0.25	100.00	菌株异质性过高
FAIL	GCA_047027555.1_ASM4702755v1_genomic	genome_fna	97.99	4.08	25.00	菌株异质性过高
FAIL	GCA_047230305.1_ASM4723030v1_genomic	genome_fna	100.00	2.04	25.00	菌株异质性过高
FAIL	GCA_047239435.1_ASM4723943v1_genomic	genome_fna	92.52	0.00	0.00	完整性不足
FAIL	GCA_047240225.1_ASM4724022v1_genomic	genome_fna	98.35	2.21	33.33	菌株异质性过高
FAIL	GCA_047249925.1_ASM4724992v1_genomic	genome_fna	97.11	0.68	100.00	菌株异质性过高
FAIL	GCA_048168925.1_ASM4816892v1_genomic	genome_fna	98.64	1.36	50.00	菌株异质性过高
FAIL	GCA_048184915.1_ASM4818491v1_genomic	genome_fna	99.32	1.59	100.00	菌株异质性过高
FAIL	GCA_048189365.1_ASM4818936v1_genomic	genome_fna	95.41	2.89	50.00	菌株异质性过高
FAIL	GCA_048195265.1_ASM4819526v1_genomic	genome_fna	91.04	0.50	0.00	完整性不足
FAIL	GCA_048202475.1_ASM4820247v1_genomic	genome_fna	98.30	0.68	100.00	菌株异质性过高
FAIL	GCA_048215585.1_ASM4821558v1_genomic	genome_fna	98.75	1.25	33.33	菌株异质性过高
FAIL	GCA_048218435.1_ASM4821843v1_genomic	genome_fna	98.62	2.80	33.33	菌株异质性过高
FAIL	GCA_048218765.1_ASM4821876v1_genomic	genome_fna	95.24	5.31	83.33	污染过高; 菌株异质性过高
FAIL	GCA_048286075.1_ASM4828607v1_genomic	genome_fna	92.38	4.65	66.67	完整性不足; 菌株异质性过高
FAIL	GCA_048291885.1_ASM4829188v1_genomic	genome_fna	95.58	2.74	60.00	菌株异质性过高
FAIL	GCA_048307275.1_ASM4830727v1_genomic	genome_fna	98.64	3.63	100.00	菌株异质性过高
FAIL	GCA_048312255.1_ASM4831225v1_genomic	genome_fna	97.45	4.31	88.89	菌株异质性过高
FAIL	GCA_048321595.1_ASM4832159v1_genomic	genome_fna	91.61	2.38	100.00	完整性不足; 菌株异质性过高
FAIL	GCA_048329355.1_ASM4832935v1_genomic	genome_fna	100.00	1.36	50.00	菌株异质性过高
FAIL	GCA_048347875.1_ASM4834787v1_genomic	genome_fna	95.92	3.30	50.00	菌株异质性过高
FAIL	GCA_048349915.1_ASM4834991v1_genomic	genome_fna	98.64	2.21	83.33	菌株异质性过高
FAIL	GCA_048362955.1_ASM4836295v1_genomic	genome_fna	92.91	0.57	100.00	完整性不足; 菌株异质性过高
FAIL	GCA_048369035.1_ASM4836903v1_genomic	genome_fna	99.32	0.17	100.00	菌株异质性过高
FAIL	GCA_048373995.1_ASM4837399v1_genomic	genome_fna	97.96	0.53	100.00	菌株异质性过高
FAIL	GCA_048380275.1_ASM4838027v1_genomic	genome_fna	99.32	0.17	100.00	菌株异质性过高
FAIL	GCA_048396025.1_ASM4839602v1_genomic	genome_fna	100.00	1.53	20.00	菌株异质性过高
FAIL	GCA_048397555.1_ASM4839755v1_genomic	genome_fna	100.00	3.10	62.50	菌株异质性过高
FAIL	GCA_048398385.1_ASM4839838v1_genomic	genome_fna	98.90	3.57	42.86	菌株异质性过高
FAIL	GCA_048402485.1_ASM4840248v1_genomic	genome_fna	100.00	0.85	33.33	菌株异质性过高
FAIL	GCA_048403305.1_ASM4840330v1_genomic	genome_fna	97.96	0.93	20.00	菌株异质性过高
FAIL	GCA_048419145.1_ASM4841914v1_genomic	genome_fna	97.73	1.51	60.00	菌株异质性过高
FAIL	GCA_048423105.1_ASM4842310v1_genomic	genome_fna	97.62	11.45	0.00	污染过高
FAIL	GCA_048423985.1_ASM4842398v1_genomic	genome_fna	99.32	1.36	100.00	菌株异质性过高
FAIL	GCA_048424285.1_ASM4842428v1_genomic	genome_fna	98.50	4.14	60.00	菌株异质性过高
FAIL	GCA_048424845.1_ASM4842484v1_genomic	genome_fna	97.28	2.23	71.43	菌株异质性过高
FAIL	GCA_048426845.1_ASM4842684v1_genomic	genome_fna	95.24	0.51	100.00	菌株异质性过高
FAIL	GCA_048450965.1_ASM4845096v1_genomic	genome_fna	98.98	5.90	70.00	污染过高; 菌株异质性过高
FAIL	GCA_048455935.1_ASM4845593v1_genomic	genome_fna	99.66	0.68	100.00	菌株异质性过高
FAIL	GCA_048460815.1_ASM4846081v1_genomic	genome_fna	98.64	6.01	83.33	污染过高; 菌株异质性过高
FAIL	GCA_048468995.1_ASM4846899v1_genomic	genome_fna	99.66	0.68	33.33	菌株异质性过高
FAIL	GCA_048472075.1_ASM4847207v1_genomic	genome_fna	97.28	2.21	28.57	菌株异质性过高
FAIL	GCA_048484275.1_ASM4848427v1_genomic	genome_fna	98.98	0.55	75.00	菌株异质性过高
FAIL	GCA_048490515.1_ASM4849051v1_genomic	genome_fna	100.00	0.85	100.00	菌株异质性过高
FAIL	GCA_048520825.1_ASM4852082v1_genomic	genome_fna	95.58	3.65	33.33	菌株异质性过高
FAIL	GCA_048521945.1_ASM4852194v1_genomic	genome_fna	94.56	4.31	50.00	完整性不足; 菌株异质性过高
FAIL	GCA_048524005.1_ASM4852400v1_genomic	genome_fna	93.20	0.00	0.00	完整性不足
FAIL	GCA_048526685.1_ASM4852668v1_genomic	genome_fna	95.16	1.53	66.67	菌株异质性过高
FAIL	GCA_048527605.1_ASM4852760v1_genomic	genome_fna	99.75	5.27	60.00	污染过高; 菌株异质性过高
FAIL	GCA_048529085.1_ASM4852908v1_genomic	genome_fna	98.98	6.07	42.86	污染过高; 菌株异质性过高
FAIL	GCA_048532825.1_ASM4853282v1_genomic	genome_fna	92.97	3.97	80.00	完整性不足; 菌株异质性过高
FAIL	GCA_900066275.1_13414_6_54_genomic	genome_fna	95.80	0.34	100.00	菌株异质性过高
FAIL	GCA_900766095.1_SRS295027_21_genomic	genome_fna	92.86	0.23	0.00	完整性不足
FAIL	GCA_902167805.1_Faecalibacterium_prausnitzii_SSTS_Bg7063_genomic	genome_fna	97.96	2.27	40.00	菌株异质性过高
FAIL	GCA_902467415.1_UHGG-TPA_MGYG-HGUT-00920_genomic	genome_fna	94.56	2.04	0.00	完整性不足
FAIL	GCA_902486705.1_UHGG-TPA_MGYG-HGUT-03512_genomic	genome_fna	94.41	3.50	0.00	完整性不足
FAIL	GCA_905200965.1_ERR2824917-mag-bin.19_genomic	genome_fna	99.32	1.16	66.67	菌株异质性过高
FAIL	GCA_934503115.1_ERR7738565_bin.228_genomic	genome_fna	100.00	0.23	100.00	菌株异质性过高
FAIL	GCA_934525035.1_ERR7738548_bin.83_genomic	genome_fna	99.66	0.19	100.00	菌株异质性过高
FAIL	GCA_934563425.1_ERR7738266_bin.31_genomic	genome_fna	99.32	0.12	100.00	菌株异质性过高
FAIL	GCA_934837645.1_MTG229_bin.15.fa_genomic	genome_fna	100.00	0.68	100.00	菌株异质性过高
FAIL	GCA_934838755.1_MTG230_bin.28.fa_genomic	genome_fna	98.53	0.68	100.00	菌株异质性过高
FAIL	GCA_934839455.1_MTG229_bin.6.fa_genomic	genome_fna	99.04	0.77	20.00	菌株异质性过高
FAIL	GCA_934875505.1_MTG248_bin.25.fa_genomic	genome_fna	99.01	0.68	100.00	菌株异质性过高
FAIL	GCA_934879645.1_MTG244_bin.49.fa_genomic	genome_fna	100.00	0.48	100.00	菌株异质性过高
FAIL	GCA_945876835.1_SRR17382094_bin.18_metaWRAP_v1.3_MAG_genomic	genome_fna	97.73	0.02	100.00	菌株异质性过高
FAIL	GCA_946497435.1_ERR4968565_bin.12_MetaWRAP_v1.1_MAG_genomic	genome_fna	99.69	0.79	50.00	菌株异质性过高
FAIL	GCA_946497475.1_ERR4836887_bin.54_MetaWRAP_v1.1_MAG_genomic	genome_fna	97.28	0.11	100.00	菌株异质性过高
FAIL	GCA_947653905.1_SRR17794288_bin.29_metawrap_v1.3_MAG_genomic	genome_fna	92.18	0.68	100.00	完整性不足; 菌株异质性过高
FAIL	GCA_947854545.1_chick06_bin4_genomic	genome_fna	95.24	0.23	100.00	菌株异质性过高
FAIL	GCA_949283615.1_O58_L4_306306_idba_bin.29_genomic	genome_fna	95.69	4.33	25.00	菌株异质性过高
FAIL	GCA_958365325.1_ERR9492492_bin.16_MetaWRAP_v1.3_MAG_genomic	genome_fna	96.77	0.68	100.00	菌株异质性过高
FAIL	GCA_958367555.1_SRR17798033_bin.2_MetaWRAP_v1.3_MAG_genomic	genome_fna	99.32	0.02	100.00	菌株异质性过高
FAIL	GCA_958371315.1_SRR17798041_bin.39_MetaWRAP_v1.3_MAG_genomic	genome_fna	100.00	0.34	100.00	菌株异质性过高
FAIL	GCA_958418175.1_ERR9492517_bin.13_MetaWRAP_v1.3_MAG_genomic	genome_fna	99.66	0.06	100.00	菌株异质性过高
FAIL	GCA_958428585.1_ERR9578288_bin.42_MetaWRAP_v1.3_MAG_genomic	genome_fna	98.98	0.68	100.00	菌株异质性过高
FAIL	GCA_958438535.1_ERR9322433_bin.6_MetaWRAP_v1.3_MAG_genomic	genome_fna	100.00	0.17	100.00	菌株异质性过高
FAIL	GCA_958451245.1_SRR17798022_bin.29_MetaWRAP_v1.3_MAG_genomic	genome_fna	97.96	0.11	100.00	菌株异质性过高
FAIL	GCA_959023175.1_ERR10149253_bin.40_MetaWRAP_v1.3_MAG_genomic	genome_fna	100.00	0.68	100.00	菌株异质性过高
FAIL	GCA_959027415.1_SRR20881979_bin.1_MetaWRAP_v1.3_MAG_genomic	genome_fna	100.00	0.34	100.00	菌株异质性过高
FAIL	GCA_959027815.1_ERR10149218_bin.15_MetaWRAP_v1.3_MAG_genomic	genome_fna	99.28	0.36	100.00	菌株异质性过高
FAIL	GCA_963557035.1_ERS329818_bin9_genomic	genome_fna	94.56	0.68	100.00	完整性不足; 菌株异质性过高
FAIL	GCA_963605855.1_E07148-L1_cleanbin_000011_GreatApes_genomic	genome_fna	98.10	2.11	20.00	菌株异质性过高
FAIL	GCA_963610295.1_E07178-L1_cleanbin_000004_GreatApes_genomic	genome_fna	99.33	0.17	100.00	菌株异质性过高
FAIL	GCA_963613845.1_E07175-L1_cleanbin_000001_GreatApes_genomic	genome_fna	90.60	0.22	100.00	完整性不足; 菌株异质性过高
FAIL	GCA_963616495.1_E07172-L1_cleanbin_000010_GreatApes_genomic	genome_fna	96.94	0.99	66.67	菌株异质性过高
FAIL	GCA_963624895.1_E07160-L1_cleanbin_000019_GreatApes_genomic	genome_fna	94.13	2.57	10.00	完整性不足
FAIL	GCA_963637065.1_E07189-L1_cleanbin_000015_GreatApes_genomic	genome_fna	99.55	2.55	50.00	菌株异质性过高
FAIL	GCA_963650405.1_H07681-L1_cleanbin_000002_GreatApes_genomic	genome_fna	91.95	0.00	0.00	完整性不足
FAIL	GCA_963658495.1_H07686-L1_cleanbin_000014_GreatApes_genomic	genome_fna	97.49	2.84	46.15	菌株异质性过高
FAIL	GCA_963926665.1_metabat2_6732_HOM_VAC_hicanu.328_MAG_genomic	genome_fna	95.92	1.36	50.00	菌株异质性过高
FAIL	GCA_964370685.1_ERP123703_co4_9_genomic	genome_fna	95.92	0.87	33.33	菌株异质性过高
FAIL	GCA_964383815.1_SRP350583_co1_318_genomic	genome_fna	97.20	1.44	66.67	菌株异质性过高
FAIL	GCA_964464815.1_SRP350583_co1_473_genomic	genome_fna	96.85	1.96	50.00	菌株异质性过高
FAIL	GCA_965145185.1_SRR20550093_binner12_Refined_43_genomic	genome_fna	99.32	0.34	100.00	菌株异质性过高
