Status	Bin_ID	Level	Complete	Fragmented	Duplicated	Reason
Fail	GCA_021634615.1_ASM2163461v1_genomic	genome_fna	76.6	8.9	1.6	Complete <90%
Fail	GCA_021636725.1_ASM2163672v1_genomic	genome_fna	86.3	9.7	3.2	Complete <90%
Fail	GCA_021641955.1_ASM2164195v1_genomic	genome_fna	63.7	20.2	4.8	Complete <90%; Fragmented >10%
Fail	GCA_022714325.1_ASM2271432v1_genomic	genome_fna	89.5	5.6	5.6	Complete <90%; Duplicated >5%
Fail	GCA_022714345.1_ASM2271434v1_genomic	genome_fna	61.3	15.3	3.2	Complete <90%; Fragmented >10%
Fail	GCA_022714575.1_ASM2271457v1_genomic	genome_fna	78.2	12.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022715795.1_ASM2271579v1_genomic	genome_fna	81.5	8.9	1.6	Complete <90%
Fail	GCA_022716315.1_ASM2271631v1_genomic	genome_fna	92.7	4.0	9.7	Duplicated >5%
Fail	GCA_022716755.1_ASM2271675v1_genomic	genome_fna	34.7	21.8	0.0	Complete <90%; Fragmented >10%
Fail	GCA_022717195.1_ASM2271719v1_genomic	genome_fna	46.8	16.9	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022717275.1_ASM2271727v1_genomic	genome_fna	58.9	10.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022717735.1_ASM2271773v1_genomic	genome_fna	51.6	10.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022717755.1_ASM2271775v1_genomic	genome_fna	48.4	8.1	3.2	Complete <90%
Fail	GCA_022717765.1_ASM2271776v1_genomic	genome_fna	54.0	4.8	1.6	Complete <90%
Fail	GCA_022718505.1_ASM2271850v1_genomic	genome_fna	62.1	16.9	4.0	Complete <90%; Fragmented >10%
Fail	GCA_022718715.1_ASM2271871v1_genomic	genome_fna	47.6	12.1	0.0	Complete <90%; Fragmented >10%
Fail	GCA_022719515.1_ASM2271951v1_genomic	genome_fna	86.3	8.9	2.4	Complete <90%
Fail	GCA_022719735.1_ASM2271973v1_genomic	genome_fna	85.5	7.3	4.0	Complete <90%
Fail	GCA_022722655.1_ASM2272265v1_genomic	genome_fna	91.1	4.8	6.5	Duplicated >5%
Fail	GCA_022724355.1_ASM2272435v1_genomic	genome_fna	58.1	22.6	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022724905.1_ASM2272490v1_genomic	genome_fna	83.9	11.3	12.1	Complete <90%; Fragmented >10%; Duplicated >5%
Fail	GCA_022725395.1_ASM2272539v1_genomic	genome_fna	87.9	7.3	7.3	Complete <90%; Duplicated >5%
Fail	GCA_022725515.1_ASM2272551v1_genomic	genome_fna	86.3	8.9	3.2	Complete <90%
Fail	GCA_022727175.1_ASM2272717v1_genomic	genome_fna	44.4	20.2	1.6	Complete <90%; Fragmented >10%
Fail	GCA_022727595.1_ASM2272759v1_genomic	genome_fna	92.7	4.0	8.1	Duplicated >5%
Fail	GCA_022728245.1_ASM2272824v1_genomic	genome_fna	88.7	8.9	3.2	Complete <90%
Fail	GCA_022728455.1_ASM2272845v1_genomic	genome_fna	77.4	9.7	0.0	Complete <90%
Fail	GCA_022728535.1_ASM2272853v1_genomic	genome_fna	63.7	6.5	2.4	Complete <90%
Fail	GCA_022728615.1_ASM2272861v1_genomic	genome_fna	55.6	12.1	1.6	Complete <90%; Fragmented >10%
Fail	GCA_022728875.1_ASM2272887v1_genomic	genome_fna	76.6	12.1	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022731895.1_ASM2273189v1_genomic	genome_fna	76.6	14.5	0.0	Complete <90%; Fragmented >10%
Fail	GCA_022732725.1_ASM2273272v1_genomic	genome_fna	64.5	8.9	2.4	Complete <90%
Fail	GCA_022732805.1_ASM2273280v1_genomic	genome_fna	60.5	9.7	4.0	Complete <90%
Fail	GCA_022733895.1_ASM2273389v1_genomic	genome_fna	71.8	18.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022734075.1_ASM2273407v1_genomic	genome_fna	85.5	8.9	2.4	Complete <90%
Fail	GCA_022734355.1_ASM2273435v1_genomic	genome_fna	89.5	7.3	3.2	Complete <90%
Fail	GCA_022735035.1_ASM2273503v1_genomic	genome_fna	71.8	16.1	1.6	Complete <90%; Fragmented >10%
Fail	GCA_022735675.1_ASM2273567v1_genomic	genome_fna	87.1	7.3	12.9	Complete <90%; Duplicated >5%
Fail	GCA_022736845.1_ASM2273684v1_genomic	genome_fna	59.7	20.2	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022739215.1_ASM2273921v1_genomic	genome_fna	94.4	2.4	5.6	Duplicated >5%
Fail	GCA_022739575.1_ASM2273957v1_genomic	genome_fna	64.5	12.1	3.2	Complete <90%; Fragmented >10%
Fail	GCA_022739715.1_ASM2273971v1_genomic	genome_fna	96.0	2.4	13.7	Duplicated >5%
Fail	GCA_022740585.1_ASM2274058v1_genomic	genome_fna	65.3	14.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022740705.1_ASM2274070v1_genomic	genome_fna	89.5	7.3	0.8	Complete <90%
Fail	GCA_022741125.1_ASM2274112v1_genomic	genome_fna	86.3	8.1	10.5	Complete <90%; Duplicated >5%
Fail	GCA_022741945.1_ASM2274194v1_genomic	genome_fna	46.8	15.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022742185.1_ASM2274218v1_genomic	genome_fna	79.0	14.5	6.5	Complete <90%; Fragmented >10%; Duplicated >5%
Fail	GCA_022742385.1_ASM2274238v1_genomic	genome_fna	83.9	10.5	1.6	Complete <90%; Fragmented >10%
Fail	GCA_022742705.1_ASM2274270v1_genomic	genome_fna	49.2	10.5	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022742785.1_ASM2274278v1_genomic	genome_fna	87.1	4.0	7.3	Complete <90%; Duplicated >5%
Fail	GCA_022742845.1_ASM2274284v1_genomic	genome_fna	79.0	10.5	0.0	Complete <90%; Fragmented >10%
Fail	GCA_022743225.1_ASM2274322v1_genomic	genome_fna	82.3	13.7	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022743745.1_ASM2274374v1_genomic	genome_fna	81.5	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_022744145.1_ASM2274414v1_genomic	genome_fna	52.4	21.0	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022744685.1_ASM2274468v1_genomic	genome_fna	60.5	18.5	0.8	Complete <90%; Fragmented >10%
Fail	GCA_022747605.1_ASM2274760v1_genomic	genome_fna	64.5	19.4	1.6	Complete <90%; Fragmented >10%
Fail	GCA_022749395.1_ASM2274939v1_genomic	genome_fna	58.9	12.9	4.0	Complete <90%; Fragmented >10%
Fail	GCA_022768845.1_ASM2276884v1_genomic	genome_fna	75.0	4.8	4.0	Complete <90%
Fail	GCA_022771685.1_ASM2277168v1_genomic	genome_fna	88.7	4.8	0.8	Complete <90%
Fail	GCA_022772255.1_ASM2277225v1_genomic	genome_fna	73.4	4.0	4.8	Complete <90%
Fail	GCA_022775165.1_ASM2277516v1_genomic	genome_fna	87.1	6.5	1.6	Complete <90%
Fail	GCA_022778345.1_ASM2277834v1_genomic	genome_fna	75.0	4.8	4.0	Complete <90%
Fail	GCA_022778625.1_ASM2277862v1_genomic	genome_fna	83.1	3.2	0.0	Complete <90%
Fail	GCA_022780335.1_ASM2278033v1_genomic	genome_fna	67.7	5.6	3.2	Complete <90%
Fail	GCA_022781465.1_ASM2278146v1_genomic	genome_fna	87.9	5.6	3.2	Complete <90%
Fail	GCA_022783405.1_ASM2278340v1_genomic	genome_fna	79.0	7.3	2.4	Complete <90%
Fail	GCA_023708345.1_ASM2370834v1_genomic	genome_fna	88.7	2.4	2.4	Complete <90%
Fail	GCA_023708765.1_ASM2370876v1_genomic	genome_fna	79.8	3.2	4.0	Complete <90%
Fail	GCA_025543755.1_ASM2554375v1_genomic	genome_fna	87.1	6.5	7.3	Complete <90%; Duplicated >5%
Fail	GCA_025544375.1_ASM2554437v1_genomic	genome_fna	71.8	6.5	1.6	Complete <90%
Fail	GCA_027670125.1_ASM2767012v1_genomic	genome_fna	80.6	16.9	0.0	Complete <90%; Fragmented >10%
Fail	GCA_027683685.1_ASM2768368v1_genomic	genome_fna	81.5	11.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_027683945.1_ASM2768394v1_genomic	genome_fna	80.6	15.3	0.8	Complete <90%; Fragmented >10%
Fail	GCA_027690635.1_ASM2769063v1_genomic	genome_fna	83.1	10.5	3.2	Complete <90%; Fragmented >10%
Fail	GCA_028721805.1_ASM2872180v1_genomic	genome_fna	69.4	4.0	7.3	Complete <90%; Duplicated >5%
Fail	GCA_028721965.1_ASM2872196v1_genomic	genome_fna	71.0	3.2	4.0	Complete <90%
Fail	GCA_028722465.1_ASM2872246v1_genomic	genome_fna	70.2	4.0	3.2	Complete <90%
Fail	GCA_028726425.1_ASM2872642v1_genomic	genome_fna	87.9	0.8	0.0	Complete <90%
Fail	GCA_030844675.1_ASM3084467v1_genomic	genome_fna	88.7	4.0	1.6	Complete <90%
Fail	GCA_031293095.1_ASM3129309v1_genomic	genome_fna	89.5	5.6	4.8	Complete <90%
Fail	GCA_031293645.1_ASM3129364v1_genomic	genome_fna	75.8	5.6	3.2	Complete <90%
Fail	GCA_033344715.1_ASM3334471v1_genomic	genome_fna	96.0	2.4	5.6	Duplicated >5%
Fail	GCA_034088125.1_ASM3408812v1_genomic	genome_fna	58.1	12.1	3.2	Complete <90%; Fragmented >10%
Fail	GCA_034104125.1_ASM3410412v1_genomic	genome_fna	65.3	4.8	5.6	Complete <90%; Duplicated >5%
Fail	GCA_034172515.1_ASM3417251v1_genomic	genome_fna	71.0	3.2	4.0	Complete <90%
Fail	GCA_034172965.1_ASM3417296v1_genomic	genome_fna	70.2	4.0	3.2	Complete <90%
Fail	GCA_034178665.1_ASM3417866v1_genomic	genome_fna	75.8	4.8	4.8	Complete <90%
Fail	GCA_035435525.1_ASM3543552v1_genomic	genome_fna	41.1	9.7	0.8	Complete <90%
Fail	GCA_036297505.1_ASM3629750v1_genomic	genome_fna	54.0	11.3	2.4	Complete <90%; Fragmented >10%
Fail	GCA_036298105.1_ASM3629810v1_genomic	genome_fna	46.0	14.5	3.2	Complete <90%; Fragmented >10%
Fail	GCA_036298865.1_ASM3629886v1_genomic	genome_fna	66.9	7.3	3.2	Complete <90%
Fail	GCA_036299185.1_ASM3629918v1_genomic	genome_fna	58.1	4.0	2.4	Complete <90%
Fail	GCA_036300565.1_ASM3630056v1_genomic	genome_fna	80.6	6.5	5.6	Complete <90%; Duplicated >5%
Fail	GCA_036300945.1_ASM3630094v1_genomic	genome_fna	60.5	6.5	2.4	Complete <90%
Fail	GCA_036301345.1_ASM3630134v1_genomic	genome_fna	60.5	4.8	1.6	Complete <90%
Fail	GCA_036301585.1_ASM3630158v1_genomic	genome_fna	59.7	8.1	4.0	Complete <90%
Fail	GCA_036301725.1_ASM3630172v1_genomic	genome_fna	75.0	3.2	3.2	Complete <90%
Fail	GCA_036302205.1_ASM3630220v1_genomic	genome_fna	75.8	5.6	6.5	Complete <90%; Duplicated >5%
Fail	GCA_036302845.1_ASM3630284v1_genomic	genome_fna	89.5	8.1	3.2	Complete <90%
Fail	GCA_036303505.1_ASM3630350v1_genomic	genome_fna	68.5	8.1	5.6	Complete <90%; Duplicated >5%
Fail	GCA_036303805.1_ASM3630380v1_genomic	genome_fna	63.7	10.5	4.0	Complete <90%; Fragmented >10%
Fail	GCA_036304105.1_ASM3630410v1_genomic	genome_fna	88.7	4.0	5.6	Complete <90%; Duplicated >5%
Fail	GCA_036304145.1_ASM3630414v1_genomic	genome_fna	73.4	4.8	4.8	Complete <90%
Fail	GCA_036304185.1_ASM3630418v1_genomic	genome_fna	67.7	8.1	5.6	Complete <90%; Duplicated >5%
Fail	GCA_036304245.1_ASM3630424v1_genomic	genome_fna	58.9	10.5	8.1	Complete <90%; Fragmented >10%; Duplicated >5%
Fail	GCA_036304525.1_ASM3630452v1_genomic	genome_fna	54.8	15.3	3.2	Complete <90%; Fragmented >10%
Fail	GCA_036305965.1_ASM3630596v1_genomic	genome_fna	65.3	8.9	2.4	Complete <90%
Fail	GCA_036312485.1_ASM3631248v1_genomic	genome_fna	74.2	4.0	4.8	Complete <90%
Fail	GCA_036313525.1_ASM3631352v1_genomic	genome_fna	50.0	3.2	2.4	Complete <90%
Fail	GCA_036440805.1_ASM3644080v1_genomic	genome_fna	74.2	5.6	2.4	Complete <90%
Fail	GCA_036550455.1_ASM3655045v1_genomic	genome_fna	81.5	5.6	5.6	Complete <90%; Duplicated >5%
Fail	GCA_036550575.1_ASM3655057v1_genomic	genome_fna	66.9	8.9	4.0	Complete <90%
Fail	GCA_036551025.1_ASM3655102v1_genomic	genome_fna	58.9	9.7	2.4	Complete <90%
Fail	GCA_036551395.1_ASM3655139v1_genomic	genome_fna	87.9	4.0	3.2	Complete <90%
Fail	GCA_036551445.1_ASM3655144v1_genomic	genome_fna	58.1	10.5	3.2	Complete <90%; Fragmented >10%
Fail	GCA_036551465.1_ASM3655146v1_genomic	genome_fna	65.3	6.5	4.8	Complete <90%
Fail	GCA_036551505.1_ASM3655150v1_genomic	genome_fna	74.2	4.8	3.2	Complete <90%
Fail	GCA_036551745.1_ASM3655174v1_genomic	genome_fna	71.8	4.8	0.8	Complete <90%
Fail	GCA_036551985.1_ASM3655198v1_genomic	genome_fna	64.5	16.1	0.8	Complete <90%; Fragmented >10%
Fail	GCA_036552805.1_ASM3655280v1_genomic	genome_fna	77.4	4.0	6.5	Complete <90%; Duplicated >5%
Fail	GCA_036729565.1_ASM3672956v1_genomic	genome_fna	45.2	8.1	2.4	Complete <90%
Fail	GCA_036750295.1_ASM3675029v1_genomic	genome_fna	63.7	9.7	4.0	Complete <90%
Fail	GCA_036756085.1_ASM3675608v1_genomic	genome_fna	47.6	8.9	0.8	Complete <90%
Fail	GCA_036756105.1_ASM3675610v1_genomic	genome_fna	50.8	14.5	4.0	Complete <90%; Fragmented >10%
Fail	GCA_036792435.1_ASM3679243v1_genomic	genome_fna	31.5	15.3	0.0	Complete <90%; Fragmented >10%
Fail	GCA_036792455.1_ASM3679245v1_genomic	genome_fna	67.7	16.9	2.4	Complete <90%; Fragmented >10%
Fail	GCA_036830095.1_ASM3683009v1_genomic	genome_fna	38.7	16.1	0.8	Complete <90%; Fragmented >10%
Fail	GCA_036830155.1_ASM3683015v1_genomic	genome_fna	75.8	12.9	2.4	Complete <90%; Fragmented >10%
Fail	GCA_036830175.1_ASM3683017v1_genomic	genome_fna	61.3	9.7	3.2	Complete <90%
