Status	Bin_ID	Level	Complete	Fragmented	Duplicated	Reason
Pass	CNCMI4543	genomes	95.9	2.4	2.4	-
Pass	CNCMI4544	genomes	96.7	1.6	4.0	-
Pass	CNCMI4573	genomes	95.9	2.4	3.2	-
Pass	CNCMI4574	genomes	95.9	2.4	2.4	-
Pass	CNCMI4575	genomes	95.9	2.4	2.4	-
Pass	CNCMI4644	genomes	95.9	2.4	3.2	-
Pass	DFI.9.14	genomes	94.3	4.0	1.6	-
Pass	Fp1043	genomes	95.9	2.4	3.2	-
Pass	Fp1160	genomes	95.9	2.4	3.2	-
Pass	Fp137	genomes	95.9	2.4	3.2	-
Pass	Fp14	genomes	95.1	3.2	2.4	-
Pass	Fp1	genomes	95.9	2.4	2.4	-
Pass	Fp28	genomes	95.1	2.4	2.4	-
Pass	Fp360	genomes	96.8	1.6	1.6	-
Pass	Fp40	genomes	96.8	1.6	2.4	-
Pass	Fp45	genomes	96.8	1.6	2.4	-
Pass	Fp4	genomes	96.8	1.6	2.4	-
Pass	Fp77	genomes	96.8	1.6	2.4	-
Pass	Fp944	genomes	96.7	1.6	3.2	-
Pass	FPSSTS7063_SV_a2	genomes	96.0	2.4	1.6	-
Pass	Indica	genomes	95.9	2.4	4.0	-
Pass	JG_BgPS064	genomes	96.8	1.6	1.6	-
Pass	KLE1255	genomes	96.7	1.6	3.2	-
Pass	L2_6	genomes	95.1	2.4	2.4	-
Pass	Marseille-P9312	genomes	96.8	1.6	1.6	-
Pass	Marseille-Q4896	genomes	96.7	1.6	4.8	-
Pass	MCC2041	genomes	95.9	2.4	3.2	-
Pass	OF03-6AC	genomes	96.7	1.6	4.8	-
Pass	OM04-11BH	genomes	95.9	2.4	3.2	-
Pass	P9094	genomes	96.0	2.4	1.6	-
Pass	P9122	genomes	96.0	2.4	1.6	-
Pass	P9123	genomes	95.9	2.4	2.4	-
Pass	P9224	genomes	94.3	3.2	1.6	-
Pass	P9225	genomes	96.0	2.4	1.6	-
Pass	P9238	genomes	96.0	2.4	1.6	-
Pass	P9239	genomes	95.9	2.4	3.2	-
Pass	P9240	genomes	96.0	2.4	1.6	-
Pass	P9241	genomes	96.0	2.4	1.6	-
Pass	P9311	genomes	95.9	2.4	2.4	-
Pass	P9313	genomes	96.0	2.4	1.6	-
Pass	P9391	genomes	95.9	2.4	2.4	-
Pass	scaffold_AF29-7BH-C	genomes	95.9	2.4	3.2	-
Pass	scaffold_AF32-9BH	genomes	95.9	2.4	3.2	-
Pass	scaffold_AF35-6-C	genomes	96.8	1.6	2.4	-
Pass	scaffold_AFF13-7A	genomes	96.8	1.6	1.6	-
Pass	scaffold_AM100_B16A	genomes	95.9	2.4	3.2	-
Pass	scaffold_AM54-7NS	genomes	95.9	2.4	3.2	-
Pass	scaffold_CM04-06A	genomes	96.8	1.6	1.6	-
Pass	SL3_3	genomes	95.1	2.4	3.2	-
Pass	SSTS_Bg7063	genomes	95.1	2.4	1.6	-
