Status	Bin_ID	Level	Completeness	Contamination	Strain_heterogeneity	Reason
PASS	GCA_018368925.1_ASM1836892v1_genomic	genome_fna	98.98	0.00	0.00	-
PASS	GCA_018370385.1_ASM1837038v1_genomic	genome_fna	96.94	0.00	0.00	-
PASS	GCA_018370575.1_ASM1837057v1_genomic	genome_fna	99.30	1.86	0.00	-
PASS	GCA_018374075.1_ASM1837407v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_018375935.1_ASM1837593v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_018377455.1_ASM1837745v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_018377675.1_ASM1837767v1_genomic	genome_fna	99.30	1.17	0.00	-
PASS	GCA_018378015.1_ASM1837801v1_genomic	genome_fna	99.32	0.68	0.00	-
PASS	GCA_018378795.1_ASM1837879v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_018379485.1_ASM1837948v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_018380685.1_ASM1838068v1_genomic	genome_fna	100.00	1.02	0.00	-
PASS	GCA_018381455.1_ASM1838145v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_018381555.1_ASM1838155v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_018381965.1_ASM1838196v1_genomic	genome_fna	99.30	0.00	0.00	-
PASS	GCA_018382675.1_ASM1838267v1_genomic	genome_fna	98.64	0.00	0.00	-
PASS	GCA_018784555.1_ASM1878455v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_018784565.1_ASM1878456v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_018784645.1_ASM1878464v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019041425.1_NA_genomic	genome_fna	100.00	1.21	0.00	-
PASS	GCA_019061285.1_ASM1906128v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019061315.1_ASM1906131v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019116585.1_ASM1911658v1_genomic	genome_fna	97.28	0.14	0.00	-
PASS	GCA_019415165.1_ASM1941516v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019415265.1_ASM1941526v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019415285.1_ASM1941528v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_019415355.1_ASM1941535v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019425405.1_ASM1942540v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019967955.1_ASM1996795v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019967975.1_ASM1996797v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019967995.1_ASM1996799v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019968015.1_ASM1996801v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019968035.1_ASM1996803v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019968055.1_ASM1996805v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019968075.1_ASM1996807v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019969385.1_ASM1996938v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019969415.1_ASM1996941v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019969425.1_ASM1996942v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_019969455.1_ASM1996945v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_020686905.1_ASM2068690v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_020687145.1_ASM2068714v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_020687245.1_ASM2068724v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_020687265.1_ASM2068726v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_020687345.1_ASM2068734v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_020687425.1_ASM2068742v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_021589125.1_ASM2158912v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_021626805.1_ASM2162680v1_genomic	genome_fna	97.28	0.00	0.00	-
PASS	GCA_021627765.1_ASM2162776v1_genomic	genome_fna	97.03	0.00	0.00	-
PASS	GCA_022136525.1_NA_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_022137305.1_NA_genomic	genome_fna	98.64	0.00	0.00	-
PASS	GCA_022180365.1_ASM2218036v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_022715735.1_ASM2271573v1_genomic	genome_fna	98.64	0.02	0.00	-
PASS	GCA_022721015.1_ASM2272101v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_022735375.1_ASM2273537v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_022740055.1_ASM2274005v1_genomic	genome_fna	99.32	2.63	0.00	-
PASS	GCA_022750565.1_ASM2275056v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_022750585.1_ASM2275058v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_022750605.1_ASM2275060v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023347235.1_ASM2334723v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023347255.1_ASM2334725v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023347275.1_ASM2334727v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_023347295.1_ASM2334729v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023347315.1_ASM2334731v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023347335.1_ASM2334733v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_023347355.1_ASM2334735v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023347535.1_ASM2334753v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_023667005.1_ASM2366700v1_genomic	genome_fna	97.18	0.34	0.00	-
PASS	GCA_023708365.1_ASM2370836v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_023708525.1_ASM2370852v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023708785.1_ASM2370878v1_genomic	genome_fna	99.32	1.70	0.00	-
PASS	GCA_023708925.1_ASM2370892v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_023708965.1_ASM2370896v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_023709105.1_ASM2370910v1_genomic	genome_fna	99.32	0.68	0.00	-
PASS	GCA_024167885.1_ASM2416788v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_024460915.1_ASM2446091v1_genomic	genome_fna	100.00	0.85	0.00	-
PASS	GCA_024462975.1_ASM2446297v1_genomic	genome_fna	100.00	1.42	0.00	-
PASS	GCA_024463015.1_ASM2446301v1_genomic	genome_fna	100.00	1.04	0.00	-
PASS	GCA_024463025.1_ASM2446302v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_025542975.1_ASM2554297v1_genomic	genome_fna	99.30	1.17	0.00	-
PASS	GCA_025757765.1_ASM2575776v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_025993375.1_ASM2599337v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_025993415.1_ASM2599341v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_025993495.1_ASM2599349v1_genomic	genome_fna	99.32	0.14	0.00	-
PASS	GCA_026169355.1_ASM2616935v1_genomic	genome_fna	97.96	0.79	0.00	-
PASS	GCA_027662045.1_ASM2766204v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_027663405.1_ASM2766340v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_027668885.1_ASM2766888v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_027683355.1_ASM2768335v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_027683585.1_ASM2768358v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_027683805.1_ASM2768380v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_027696805.1_ASM2769680v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_028743395.1_ASM2874339v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_029264675.1_ASM2926467v1_genomic	genome_fna	95.92	0.34	0.00	-
PASS	GCA_029264955.1_ASM2926495v1_genomic	genome_fna	95.92	0.34	0.00	-
PASS	GCA_030839505.1_ASM3083950v1_genomic	genome_fna	97.96	0.00	0.00	-
PASS	GCA_030843165.1_ASM3084316v1_genomic	genome_fna	97.28	0.00	0.00	-
PASS	GCA_030844485.1_ASM3084448v1_genomic	genome_fna	98.64	0.00	0.00	-
PASS	GCA_032584175.1_ASM3258417v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_032584195.1_ASM3258419v1_genomic	genome_fna	99.32	0.34	0.00	-
PASS	GCA_032584235.1_ASM3258423v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_032584255.1_ASM3258425v1_genomic	genome_fna	99.32	0.23	0.00	-
PASS	GCA_032584275.1_ASM3258427v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_032584315.1_ASM3258431v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_032584335.1_ASM3258433v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_032663125.1_ASM3266312v1_genomic	genome_fna	97.51	2.64	0.00	-
PASS	GCA_032665285.1_ASM3266528v1_genomic	genome_fna	98.92	0.00	0.00	-
PASS	GCA_032665945.1_ASM3266594v1_genomic	genome_fna	95.90	2.82	0.00	-
PASS	GCA_032971305.1_ASM3297130v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_032971355.1_ASM3297135v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_032971385.1_ASM3297138v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_032971445.1_ASM3297144v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_036297725.1_ASM3629772v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_036301245.1_ASM3630124v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_036312825.1_ASM3631282v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_036632915.2_ASM3663291v2_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_036779395.1_ASM3677939v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_036815185.2_ASM3681518v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_037248125.1_ASM3724812v1_genomic	genome_fna	98.39	0.87	0.00	-
PASS	GCA_037249805.1_ASM3724980v1_genomic	genome_fna	98.81	0.00	0.00	-
PASS	GCA_037322895.1_ASM3732289v1_genomic	genome_fna	98.60	0.00	0.00	-
PASS	GCA_037344775.1_ASM3734477v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_037414705.1_ASM3741470v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_037414725.1_ASM3741472v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_037459115.1_ASM3745911v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_037478275.1_ASM3747827v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040026365.1_ASM4002636v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040058985.1_ASM4005898v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040059215.1_ASM4005921v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040093475.1_ASM4009347v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040094125.1_ASM4009412v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040094265.1_ASM4009426v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040094315.1_ASM4009431v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040094535.1_ASM4009453v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040094545.1_ASM4009454v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040095415.1_ASM4009541v1_genomic	genome_fna	100.00	0.27	0.00	-
PASS	GCA_040096475.1_ASM4009647v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040096515.1_ASM4009651v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_040096575.1_ASM4009657v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040097705.1_ASM4009770v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_040234585.1_ASM4023458v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041323105.1_ASM4132310v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041323705.1_ASM4132370v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_041323805.1_ASM4132380v1_genomic	genome_fna	97.96	0.00	0.00	-
PASS	GCA_041324535.1_ASM4132453v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041324655.1_ASM4132465v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041326375.1_ASM4132637v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041326645.1_ASM4132664v1_genomic	genome_fna	100.00	0.14	0.00	-
PASS	GCA_041326985.1_ASM4132698v1_genomic	genome_fna	98.64	0.00	0.00	-
PASS	GCA_041328415.1_ASM4132841v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041328755.1_ASM4132875v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041328815.1_ASM4132881v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041330355.1_ASM4133035v1_genomic	genome_fna	98.50	0.00	0.00	-
PASS	GCA_041330875.1_ASM4133087v1_genomic	genome_fna	99.66	0.00	0.00	-
PASS	GCA_041331215.1_ASM4133121v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041331995.1_ASM4133199v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_041333255.1_ASM4133325v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_041333395.1_ASM4133339v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041333995.1_ASM4133399v1_genomic	genome_fna	96.24	0.00	0.00	-
PASS	GCA_041334015.1_ASM4133401v1_genomic	genome_fna	98.64	0.00	0.00	-
PASS	GCA_041403865.1_ASM4140386v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041403955.1_ASM4140395v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041404045.1_ASM4140404v1_genomic	genome_fna	96.94	0.00	0.00	-
PASS	GCA_041404085.1_ASM4140408v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041404105.1_ASM4140410v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041404305.1_ASM4140430v1_genomic	genome_fna	97.28	0.00	0.00	-
PASS	GCA_041404485.1_ASM4140448v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041405325.1_ASM4140532v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041405505.1_ASM4140550v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_041405715.1_ASM4140571v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_042851455.1_ASM4285145v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_042852915.1_ASM4285291v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_045119275.1_ASM4511927v1_genomic	genome_fna	97.96	0.68	0.00	-
PASS	GCA_045655365.1_ASM4565536v1_genomic	genome_fna	98.64	0.00	0.00	-
PASS	GCA_046884385.1_ASM4688438v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046948715.1_ASM4694871v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046958615.1_ASM4695861v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046964615.1_ASM4696461v1_genomic	genome_fna	98.28	0.00	0.00	-
PASS	GCA_046966285.1_ASM4696628v1_genomic	genome_fna	99.30	0.00	0.00	-
PASS	GCA_046969185.1_ASM4696918v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046972245.1_ASM4697224v1_genomic	genome_fna	95.92	0.00	0.00	-
PASS	GCA_046977165.1_ASM4697716v1_genomic	genome_fna	100.00	2.89	0.00	-
PASS	GCA_046979045.1_ASM4697904v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_046982205.1_ASM4698220v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_046984725.1_ASM4698472v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_046985145.1_ASM4698514v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046987305.1_ASM4698730v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046995315.1_ASM4699531v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_046996585.1_ASM4699658v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_047008325.1_ASM4700832v1_genomic	genome_fna	98.64	0.68	0.00	-
PASS	GCA_047016525.1_ASM4701652v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_047016805.1_ASM4701680v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_047017165.1_ASM4701716v1_genomic	genome_fna	97.96	0.00	0.00	-
PASS	GCA_047027295.1_ASM4702729v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_047229995.1_ASM4722999v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_047232465.1_ASM4723246v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_047232625.1_ASM4723262v1_genomic	genome_fna	100.00	0.00	0.00	-
PASS	GCA_047234385.1_ASM4723438v1_genomic	genome_fna	100.00	0.68	0.00	-
PASS	GCA_047238525.1_ASM4723852v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_047241425.1_ASM4724142v1_genomic	genome_fna	99.32	0.00	0.00	-
PASS	GCA_047242185.1_ASM4724218v1_genomic	genome_fna	98.75	0.00	0.00	-
PASS	GCA_047244245.1_ASM4724424v1_genomic	genome_fna	100.00	0.00	0.00	-
